Date,Mean_Temp,Humidity,wind_speed,Dew_Point,Surface_Temp,HYDRA,Adsorption_Flag,Adsorption_Label,Month,"Year
",,,,,,,,
01-01-2013,10,84.5,0,7.508106388,5,ADSORPTION,1,Adsorption,1,2013,,,,,,,,
02-01-2013,7.4,92,2.98,6.185832412,2.4,ADSORPTION,1,Adsorption,1,2013,,,,,,,,
03-01-2013,7.166666666666667,87,4.633333333333334,5.149332233,2.166666667,ADSORPTION,1,Adsorption,1,2013,,,,,,,,
04-01-2013,8.666666666666666,71.33333333333333,1.2333333333333334,3.771204189,3.666666667,ADSORPTION,1,Adsorption,1,2013,,,,,,,,
05-01-2013,6,86.83333333333333,3.6999999999999997,3.974478819,1,ADSORPTION,1,Adsorption,1,2013,364,Month,Average of Adsorption_Flag,,Month,Average of humidity,Average of dew_point,Average of meantemp
06-01-2013,7,82.8,1.48,4.277571991,2,ADSORPTION,1,Adsorption,1,2013,1135,1,0.789808917,,1,78.65531863,9.976259463,13.61044118
07-01-2013,7,78.6,6.3,3.537333051,2,ADSORPTION,1,Adsorption,1,2013,1499,2,0.234042553,,2,67.70094086,11.53196162,17.91169355
08-01-2013,8.857142857142858,63.714285714285715,7.142857142857143,2.357958148,3.857142857,DESORPTION,0,Desorption,1,2013,0.242828552,3,0.051612903,,3,58.60795455,14.12732181,22.98158482
09-01-2013,14,51.25,12.5,4.090037868,9,DESORPTION,0,Desorption,1,2013,,4,0.006993007,,4,38.23717672,12.76171823,29.7575
10-01-2013,11,62,7.3999999999999995,4.000104962,6,DESORPTION,0,Desorption,1,2013,,5,0.008064516,,5,37.16161616,15.60401741,33.09804688
11-01-2013,15.714285714285714,51.285714285714285,10.571428571428571,5.681618336,10.71428571,DESORPTION,0,Desorption,1,2013,,6,0.05,,6,50.05093085,21.62419996,33.76625
12-01-2013,14,74,13.228571428571428,9.437339401,9,ADSORPTION,1,Adsorption,1,2013,,7,0.379032258,,7,70.38564356,24.75726798,30.93578431
13-01-2013,15.833333333333334,75.16666666666667,4.633333333333334,11.44087831,10.83333333,ADSORPTION,1,Adsorption,1,2013,,8,0.35483871,,8,70.225,24.28647412,30.77029321
14-01-2013,12.833333333333334,88.16666666666667,0.6166666666666667,10.92237108,7.833333333,ADSORPTION,1,Adsorption,1,2013,,9,0.1,,9,59.31737805,21.69224615,30.33935897
15-01-2013,14.714285714285714,71.85714285714286,0.5285714285714286,9.687065152,9.714285714,DESORPTION,0,Desorption,1,2013,,10,0.080645161,,10,60.57527027,18.66518882,26.67168831
16-01-2013,13.833333333333334,86.66666666666667,0,11.64698008,8.833333333,ADSORPTION,1,Adsorption,1,2013,,11,0.141666667,,11,61.73758621,12.45084662,20.14252874
17-01-2013,16.5,80.83333333333333,5.250000000000001,13.19419671,11.5,ADSORPTION,1,Adsorption,1,2013,,12,0.491935484,,12,74.32627551,10.45214571,14.99973684
18-01-2013,13.833333333333334,92.16666666666667,8.950000000000001,12.58237295,8.833333333,ADSORPTION,1,Adsorption,1,2013,,Grand Total,0.230964467,,Grand Total,60.15320299,16.19662862,25.25654386
19-01-2013,12.5,76.66666666666667,5.883333333333333,8.51275373,7.5,ADSORPTION,1,Adsorption,1,2013,,,,,,,,
20-01-2013,11.285714285714286,75.28571428571429,8.471428571428572,7.071198404,6.285714286,ADSORPTION,1,Adsorption,1,2013,,,,,,,,
21-01-2013,11.2,77,2.22,7.317182691,6.2,ADSORPTION,1,Adsorption,1,2013,,,,,,,,
22-01-2013,9.5,79.66666666666667,3.0833333333333335,6.161845809,4.5,ADSORPTION,1,Adsorption,1,2013,,,,,,,,
23-01-2013,14,60.166666666666664,4.016666666666667,6.396201091,9,DESORPTION,0,Desorption,1,2013,,,,,,,,
24-01-2013,13.833333333333334,60.666666666666664,6.166666666666667,6.359474161,8.833333333,DESORPTION,0,Desorption,1,2013,,,,,,,,
25-01-2013,12.25,67,5.55,6.300231694,7.25,DESORPTION,0,Desorption,1,2013,,,,,,,,
26-01-2013,12.666666666666666,64.16666666666667,6.800000000000001,6.070196025,7.666666667,DESORPTION,0,Desorption,1,2013,,,,,,,,
27-01-2013,12.857142857142858,65.57142857142857,5.557142857142857,6.565121615,7.857142857,DESORPTION,0,Desorption,1,2013,,,,,,,,
28-01-2013,14.833333333333334,56,3.6999999999999997,6.135981307,9.833333333,DESORPTION,0,Desorption,1,2013,,,,,,,,
29-01-2013,14.125,65.5,3.2375,7.753950946,9.125,DESORPTION,0,Desorption,1,2013,,,,,,,,
30-01-2013,14.714285714285714,70.42857142857143,1.0571428571428572,9.388050505,9.714285714,DESORPTION,0,Desorption,1,2013,,,,,,,,
31-01-2013,16.2,65.6,2.96,9.747627927,11.2,DESORPTION,0,Desorption,1,2013,,,,,,,,
01-02-2013,16,73,2.22,11.15977858,11,ADSORPTION,1,Adsorption,1,2013,,,,,,,,
02-02-2013,16.285714285714285,77.57142857142857,1.3285714285714287,12.35646117,11.28571429,ADSORPTION,1,Adsorption,2,2013,,,,,,,,
03-02-2013,18,65.57142857142857,1.8571428571428572,11.45040775,13,DESORPTION,0,Desorption,2,2013,,,,,,,,
04-02-2013,17.428571428571427,74.28571428571429,11.114285714285714,12.80081168,12.42857143,ADSORPTION,1,Adsorption,2,2013,,,,,,,,
05-02-2013,16.625,92.375,9.725000000000001,15.38141184,11.625,ADSORPTION,1,Adsorption,2,2013,,,,,,,,
06-02-2013,16.666666666666668,71.33333333333333,8.633333333333333,11.45147714,11.66666667,DESORPTION,0,Desorption,2,2013,,,,,,,,
07-02-2013,15.6,59.4,10.74,7.712406891,10.6,DESORPTION,0,Desorption,2,2013,,,,,,,,
08-02-2013,14,70.42857142857143,9.257142857142856,8.703550395,9,DESORPTION,0,Desorption,2,2013,,,,,,,,
09-02-2013,15.428571428571429,61.285714285714285,9.257142857142856,8.010259031,10.42857143,DESORPTION,0,Desorption,2,2013,,,,,,,,
10-02-2013,15.25,71.5,3.4749999999999996,10.12706172,10.25,DESORPTION,0,Desorption,2,2013,,,,,,,,
11-02-2013,15.875,70.5,5.325,10.51540176,10.875,DESORPTION,0,Desorption,2,2013,,,,,,,,
12-02-2013,15.333333333333334,70.33333333333333,7.416666666666667,9.960997643,10.33333333,DESORPTION,0,Desorption,2,2013,,,,,,,,
13-02-2013,16.285714285714285,70.14285714285714,6.085714285714287,10.83248195,11.28571429,DESORPTION,0,Desorption,2,2013,,,,,,,,
14-02-2013,17.333333333333332,63.833333333333336,4.333333333333333,10.4138932,12.33333333,DESORPTION,0,Desorption,2,2013,,,,,,,,
15-02-2013,19.166666666666668,65.33333333333333,10.183333333333335,12.50245755,14.16666667,DESORPTION,0,Desorption,2,2013,,,,,,,,
16-02-2013,14.428571428571429,92.71428571428571,8.485714285714286,13.26255484,9.428571429,ADSORPTION,1,Adsorption,2,2013,,,,,,,,
17-02-2013,13.666666666666666,90,0,12.05535754,8.666666667,ADSORPTION,1,Adsorption,2,2013,,,,,,,,
18-02-2013,15.6,78.4,12.220000000000002,11.8528517,10.6,ADSORPTION,1,Adsorption,2,2013,,,,,,,,
19-02-2013,15.857142857142858,82,5.814285714285715,12.78676188,10.85714286,ADSORPTION,1,Adsorption,2,2013,,,,,,,,
20-02-2013,17.714285714285715,74.71428571428571,5.814285714285715,13.16440937,12.71428571,ADSORPTION,1,Adsorption,2,2013,,,,,,,,
21-02-2013,20,67.28571428571429,6.614285714285714,13.7457386,15,DESORPTION,0,Desorption,2,2013,,,,,,,,
22-02-2013,20.5,65.625,10.875000000000002,13.83596821,15.5,DESORPTION,0,Desorption,2,2013,,,,,,,,
23-02-2013,17.428571428571427,74.85714285714286,9.257142857142856,12.91800193,12.42857143,ADSORPTION,1,Adsorption,2,2013,,,,,,,,
24-02-2013,16.857142857142858,78.85714285714286,7.400000000000001,13.16208327,11.85714286,ADSORPTION,1,Adsorption,2,2013,,,,,,,,
25-02-2013,16.875,72.875,4.6375,11.97562659,11.875,ADSORPTION,1,Adsorption,2,2013,,,,,,,,
26-02-2013,17.857142857142858,70,17.587500000000002,12.30591079,12.85714286,DESORPTION,0,Desorption,2,2013,,,,,,,,
27-02-2013,20.8,57.2,6.660000000000001,12.01586977,15.8,DESORPTION,0,Desorption,2,2013,,,,,,,,
28-02-2013,19.428571428571427,52.857142857142854,12.957142857142857,9.554289594,14.42857143,DESORPTION,0,Desorption,2,2013,,,,,,,,
01-03-2013,17.333333333333332,49.333333333333336,24.066666666666663,6.609002196,12.33333333,DESORPTION,0,Desorption,2,2013,,,,,,,,
02-03-2013,19,54,15.725,9.475932692,14,DESORPTION,0,Desorption,3,2013,,,,,,,,
03-03-2013,19.333333333333332,62.833333333333336,8.633333333333333,12.0662549,14.33333333,DESORPTION,0,Desorption,3,2013,,,,,,,,
04-03-2013,17.6,71,5.5600000000000005,12.27554565,12.6,DESORPTION,0,Desorption,3,2013,,,,,,,,
05-03-2013,20.875,61.875,4.1625000000000005,13.28566043,15.875,DESORPTION,0,Desorption,3,2013,,,,,,,,
06-03-2013,20.857142857142858,65.28571428571429,6.871428571428573,14.09482009,15.85714286,DESORPTION,0,Desorption,3,2013,,,,,,,,
07-03-2013,23.428571428571427,57.142857142857146,8.728571428571428,14.45250378,18.42857143,DESORPTION,0,Desorption,3,2013,,,,,,,,
08-03-2013,24.166666666666668,44.833333333333336,7.1000000000000005,11.41823472,19.16666667,DESORPTION,0,Desorption,3,2013,,,,,,,,
09-03-2013,25.428571428571427,49.714285714285715,5.285714285714286,14.14662823,20.42857143,DESORPTION,0,Desorption,3,2013,,,,,,,,
10-03-2013,23.142857142857142,57.57142857142857,4.228571428571429,14.30162194,18.14285714,DESORPTION,0,Desorption,3,2013,,,,,,,,
11-03-2013,24,66.33333333333333,0.9333333333333332,17.32644962,19,DESORPTION,0,Desorption,3,2013,,,,,,,,
12-03-2013,23.5,62.5,4.933333333333334,15.91547115,18.5,DESORPTION,0,Desorption,3,2013,,,,,,,,
13-03-2013,21.5,70.5,5.55,15.90260717,16.5,DESORPTION,0,Desorption,3,2013,,,,,,,,
14-03-2013,22.333333333333332,61.166666666666664,12.033333333333333,14.48091982,17.33333333,DESORPTION,0,Desorption,3,2013,,,,,,,,
15-03-2013,24.166666666666668,45.833333333333336,7.716666666666668,11.75217688,19.16666667,DESORPTION,0,Desorption,3,2013,,,,,,,,
16-03-2013,20.333333333333332,67.66666666666667,3.6999999999999997,14.15028218,15.33333333,DESORPTION,0,Desorption,3,2013,,,,,,,,
17-03-2013,22.666666666666668,58.666666666666664,8.95,14.1479793,17.66666667,DESORPTION,0,Desorption,3,2013,,,,,,,,
18-03-2013,23.428571428571427,58.142857142857146,17.457142857142856,14.72149215,18.42857143,DESORPTION,0,Desorption,3,2013,,,,,,,,
19-03-2013,22.5,73.66666666666667,10.483333333333333,17.55527719,17.5,ADSORPTION,1,Adsorption,3,2013,,,,,,,,
20-03-2013,29.166666666666668,36.333333333333336,6.800000000000001,12.68688817,24.16666667,DESORPTION,0,Desorption,3,2013,,,,,,,,
21-03-2013,23.833333333333332,58.5,10.5,15.19506147,18.83333333,DESORPTION,0,Desorption,3,2013,,,,,,,,
22-03-2013,25.25,50.25,9.7125,14.14853529,20.25,DESORPTION,0,Desorption,3,2013,,,,,,,,
23-03-2013,27.375,50.125,9.950000000000001,16.0581526,22.375,DESORPTION,0,Desorption,3,2013,,,,,,,,
24-03-2013,27,48.75,10.8875,15.28008748,22,DESORPTION,0,Desorption,3,2013,,,,,,,,
25-03-2013,23.5,45.5,15.962499999999999,11.0370882,18.5,DESORPTION,0,Desorption,3,2013,,,,,,,,
26-03-2013,24.142857142857142,44.57142857142857,12.957142857142857,11.30816026,19.14285714,DESORPTION,0,Desorption,3,2013,,,,,,,,
27-03-2013,21,62,1.85,13.43443108,16,DESORPTION,0,Desorption,3,2013,,,,,,,,
28-03-2013,22.428571428571427,62.714285714285715,7.4142857142857155,14.95845535,17.42857143,DESORPTION,0,Desorption,3,2013,,,,,,,,
29-03-2013,21.25,70.375,5.550000000000001,15.6355355,16.25,DESORPTION,0,Desorption,3,2013,,,,,,,,
30-03-2013,23.5,54.75,11.112499999999999,13.85794774,18.5,DESORPTION,0,Desorption,3,2013,,,,,,,,
31-03-2013,23.2,58,6.660000000000001,14.46979062,18.2,DESORPTION,0,Desorption,3,2013,,,,,,,,
01-04-2013,25.375,45.5,4.4,12.73684698,20.375,DESORPTION,0,Desorption,3,2013,,,,,,,,
02-04-2013,25.166666666666668,51,8.65,14.30106628,20.16666667,DESORPTION,0,Desorption,4,2013,,,,,,,,
03-04-2013,26.2,45.6,8.14,13.51811905,21.2,DESORPTION,0,Desorption,4,2013,,,,,,,,
04-04-2013,24.6,41.8,11.120000000000001,10.75245108,19.6,DESORPTION,0,Desorption,4,2013,,,,,,,,
05-04-2013,25.6,31,15.559999999999999,7.202953128,20.6,DESORPTION,0,Desorption,4,2013,,,,,,,,
06-04-2013,25.857142857142858,29.857142857142858,11.900000000000002,6.876817982,20.85714286,DESORPTION,0,Desorption,4,2013,,,,,,,,
07-04-2013,29.142857142857142,23.285714285714285,10.314285714285715,6.051993134,24.14285714,DESORPTION,0,Desorption,4,2013,,,,,,,,
08-04-2013,28.714285714285715,33.857142857142854,5.3,11.21864045,23.71428571,DESORPTION,0,Desorption,4,2013,,,,,,,,
09-04-2013,30.166666666666668,30.5,8.65,10.9039254,25.16666667,DESORPTION,0,Desorption,4,2013,,,,,,,,
10-04-2013,30,28,6.1,9.480893605,25,DESORPTION,0,Desorption,4,2013,,,,,,,,
11-04-2013,30,24.2,7.780000000000001,7.328989715,25,DESORPTION,0,Desorption,4,2013,,,,,,,,
12-04-2013,28.857142857142858,32.57142857142857,6.342857142857143,10.75978915,23.85714286,DESORPTION,0,Desorption,4,2013,,,,,,,,
13-04-2013,30.2,29.2,10.000000000000002,10.27842522,25.2,DESORPTION,0,Desorption,4,2013,,,,,,,,
14-04-2013,28.25,39.375,6.487499999999999,13.10567368,23.25,DESORPTION,0,Desorption,4,2013,,,,,,,,
15-04-2013,28.25,41.375,6.25,13.86718457,23.25,DESORPTION,0,Desorption,4,2013,,,,,,,,
16-04-2013,32.125,24.625,10.424999999999999,9.366716555,27.125,DESORPTION,0,Desorption,4,2013,,,,,,,,
17-04-2013,29.2,24.2,6.659999999999999,6.658583379,24.2,DESORPTION,0,Desorption,4,2013,,,,,,,,
18-04-2013,30.285714285714285,30.285714285714285,4.757142857142858,10.90027183,25.28571429,DESORPTION,0,Desorption,4,2013,,,,,,,,
19-04-2013,28.285714285714285,31.285714285714285,3.971428571428571,9.661488723,23.28571429,DESORPTION,0,Desorption,4,2013,,,,,,,,
20-04-2013,30.625,29,7.6375,10.53931065,25.625,DESORPTION,0,Desorption,4,2013,,,,,,,,
21-04-2013,27.666666666666668,38.666666666666664,13.883333333333333,12.31010755,22.66666667,DESORPTION,0,Desorption,4,2013,,,,,,,,
22-04-2013,27.375,45.375,7.650000000000001,14.50600628,22.375,DESORPTION,0,Desorption,4,2013,,,,,,,,
23-04-2013,28.625,44.125,4.625000000000001,15.20133477,23.625,DESORPTION,0,Desorption,4,2013,,,,,,,,
24-04-2013,30.285714285714285,41.714285714285715,2.1142857142857143,15.81571002,25.28571429,DESORPTION,0,Desorption,4,2013,,,,,,,,
25-04-2013,31.142857142857142,38.285714285714285,3.7,15.23886984,26.14285714,DESORPTION,0,Desorption,4,2013,,,,,,,,
26-04-2013,29.875,45.875,6.7125,16.94110676,24.875,DESORPTION,0,Desorption,4,2013,,,,,,,,
27-04-2013,31.142857142857142,31.428571428571427,13.485714285714286,12.19995781,26.14285714,DESORPTION,0,Desorption,4,2013,,,,,,,,
28-04-2013,30.571428571428573,28,12.971428571428572,9.968000137,25.57142857,DESORPTION,0,Desorption,4,2013,,,,,,,,
29-04-2013,32.125,26.375,7.875,10.39183394,27.125,DESORPTION,0,Desorption,4,2013,,,,,,,,
30-04-2013,31.142857142857142,32,7.928571428571429,12.4743718,26.14285714,DESORPTION,0,Desorption,4,2013,,,,,,,,
01-05-2013,31.857142857142858,15.857142857142858,12.685714285714287,2.777604444,26.85714286,DESORPTION,0,Desorption,4,2013,,,,,,,,
02-05-2013,29.833333333333332,22.166666666666668,11.433333333333335,5.913904572,24.83333333,DESORPTION,0,Desorption,5,2013,,,,,,,,
03-05-2013,28.571428571428573,31.571428571428573,9,10.04442358,23.57142857,DESORPTION,0,Desorption,5,2013,,,,,,,,
04-05-2013,32.857142857142854,31.428571428571427,2.914285714285714,13.68050919,27.85714286,DESORPTION,0,Desorption,5,2013,,,,,,,,
05-05-2013,32.625,31.125,3.0125,13.33101094,27.625,DESORPTION,0,Desorption,5,2013,,,,,,,,
06-05-2013,32.75,39.25,3.7,17.05363608,27.75,DESORPTION,0,Desorption,5,2013,,,,,,,,
07-05-2013,32.875,33.25,7.175000000000001,14.56627167,27.875,DESORPTION,0,Desorption,5,2013,,,,,,,,
08-05-2013,34.5,23,9.25,10.32920089,29.5,DESORPTION,0,Desorption,5,2013,,,,,,,,
09-05-2013,34.285714285714285,26,8.985714285714284,11.99962788,29.28571429,DESORPTION,0,Desorption,5,2013,,,,,,,,
10-05-2013,34,27.714285714285715,9.528571428571428,12.73050382,29,DESORPTION,0,Desorption,5,2013,,,,,,,,
11-05-2013,30.75,30.375,14.8125,11.34423547,25.75,DESORPTION,0,Desorption,5,2013,,,,,,,,
12-05-2013,29.857142857142858,40.142857142857146,5.828571428571428,14.83418434,24.85714286,DESORPTION,0,Desorption,5,2013,,,,,,,,
13-05-2013,31.714285714285715,34,3.9714285714285715,13.90053048,26.71428571,DESORPTION,0,Desorption,5,2013,,,,,,,,
14-05-2013,32.285714285714285,34.285714285714285,4.771428571428571,14.52844311,27.28571429,DESORPTION,0,Desorption,5,2013,,,,,,,,
15-05-2013,33,33,3.2375000000000003,14.55787837,28,DESORPTION,0,Desorption,5,2013,,,,,,,,
16-05-2013,33,34.75,7.175000000000001,15.36141283,28,DESORPTION,0,Desorption,5,2013,,,,,,,,
17-05-2013,32.833333333333336,28.166666666666668,9.866666666666667,11.98466349,27.83333333,DESORPTION,0,Desorption,5,2013,,,,,,,,
18-05-2013,31.4,42.2,12.966666666666669,16.99549332,26.4,DESORPTION,0,Desorption,5,2013,,,,,,,,
